CLIENTNUM,Customer_Age,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,transaction_amount_intensity,open_to_buy_ratio,credit_stress_label,Gender_Encoded,Education_Level_Encoded,Income_Category_Encoded,Card_Category_Encoded,Credit_Limit_Normalized,Total_Revolving_Bal_Normalized,Total_Trans_Amt_Normalized,Avg_Utilization_Ratio_Normalized
717891558,49,36,6,4,2,32.875,0.3329290479078229,1,0,2,4,0,0.05622216780489576,0.8740564163686929,0.03015466785356626,0.6676676676676677
716632758,49,36,2,2,0,32.375,0.15667380442541043,2,0,2,4,0,0.041227171175746806,0.9388160508541915,0.04367419606097697,0.8438438438438439
768563658,56,50,4,2,3,49.10344827586207,0.5782862270076268,1,1,5,1,0,0.09129111153435701,0.7469209376241558,0.050851229553799934,0.42242242242242245
711427458,44,35,4,1,2,54.36,0.8440937350549976,0,0,2,5,0,0.14616191573174678,0.38855780691299163,0.04723489484811394,0.15615615615615616
714091983,42,34,4,4,3,43.25925925925926,0.47452038369304556,1,1,3,2,0,0.05737097803051603,0.6964640444974176,0.036608434405252036,0.5255255255255256
787584108,55,47,4,2,3,33.24242424242424,0.41327124563445866,1,1,6,3,0,0.060394162834779934,0.8009535160905841,0.03265828418827195,0.5875875875875876
712030833,48,35,2,4,4,46.06666666666667,1.0,2,1,2,2,3,1.0000000000000002,0.0,0.010070101257371757,0.0
711481533,39,33,5,3,3,47.0,0.78889638879514,0,1,3,2,0,0.13567146446095105,0.4970202622169249,0.044842550350506286,0.21121121121121122
710082708,44,32,2,4,2,49.07692307692308,0.9122594648745669,0,1,4,0,0,0.6807819165177749,0.8351211760031784,0.042617113608545684,0.08808808808808809
708155733,53,44,4,2,2,56.04347826086956,0.8891000407221392,0,1,3,0,0,0.40195358202051534,0.6491855383392928,0.04334038054968288,0.11111111111111112
788979258,51,38,4,1,4,40.40625,0.9561073125507011,0,1,5,3,3,1.0000000000000002,0.601907032181168,0.04356292422387893,0.044044044044044044
807986133,57,52,5,3,3,38.65714285714286,0.7240279465370595,0,1,0,2,0,0.15556402047300752,0.721891140246325,0.04690107933681985,0.2762762762762763
788730933,44,20,6,3,3,40.42857142857143,0.29558541266794625,2,0,5,4,0,0.019520704281132013,0.5832340087405642,0.034605541337487486,0.7047047047047047
711314058,49,32,2,2,2,98.23529411764706,0.34380557202133966,1,1,2,2,0,0.007518660608204324,0.4398092967818832,0.06453766551685769,0.6566566566566567
717975333,50,38,6,2,2,55.8,0.9474308300395257,0,1,1,3,0,0.721383288439039,0.5284068335319825,0.01819294536552798,0.05305305305305306
715971108,51,42,3,2,3,37.80487804878049,0.948922238961641,0,1,2,0,0,1.0000000000000002,0.7004370282081843,0.05786135529097586,0.05105105105105105
720096558,55,42,5,3,3,42.77777777777778,0.5333935018050542,1,0,2,4,0,0.023511308222760353,0.41080651569328563,0.0573049961054857,0.46746746746746753
719580033,54,43,4,2,3,59.80952380952381,0.3024054982817869,1,1,2,2,0,0.044492210764351815,0.8065156932856575,0.04150439523756537,0.6986986986986987
820582308,42,37,6,2,2,39.82857142857143,0.9333129664382664,0,1,5,3,0,0.6492198671612597,0.6070719110051649,0.049182151997329476,0.06706706706706708
789973308,44,35,3,3,3,55.875,0.920533070088845,0,1,0,2,0,0.6915142225729117,0.767580452920143,0.046233448314231665,0.07907907907907909
712876233,53,36,5,3,2,39.06060606060606,0.7126327769347496,0,1,2,3,0,0.11589983584106514,0.601907032181168,0.04334038054968288,0.2872872872872873
804595158,44,36,6,4,2,48.34782608695652,0.6404285714285715,0,0,2,4,0,0.16814046925874535,1.0,0.03349282296650717,0.3603603603603604
714826758,37,29,4,4,2,41.03508771929825,0.74410343847684,0,0,5,4,0,0.16928927948436562,0.7155343663090982,0.10175809502614888,0.2562562562562563
779058108,49,30,6,1,2,63.82608695652174,0.2811514195583596,2,1,2,2,0,0.03318549959640483,0.724274930472785,0.0532992099699566,0.7197197197197197
710790258,47,38,6,3,2,38.114285714285714,0.9342997508995294,0,1,2,3,0,0.83033886878471,0.7544696066746126,0.04584399688438856,0.06606606606606608
715623483,47,37,4,4,0,35.53658536585366,0.8021477763511148,0,1,2,2,0,0.21551377514156064,0.6734207389749702,0.05268721486591743,0.19819819819819823
715156383,44,36,6,2,2,55.275862068965516,0.9555858152740758,0,1,6,0,0,1.0000000000000002,0.6090584028605482,0.06081005897407367,0.044044044044044044
711013983,55,45,2,4,3,51.25,1.0,2,0,6,1,0,0.02175786103628729,0.0,0.005841771447646599,0.0
755420433,59,52,2,3,3,53.4,0.8601598736800553,0,0,2,5,0,0.2628568491763333,0.5629717918156536,0.031044842550350508,0.14014014014014017
794543958,53,35,5,4,2,58.888888888888886,0.9646830455440955,0,1,2,3,0,1.0000000000000002,0.4843067143424712,0.06008679203293646,0.03503503503503504
716396358,52,47,5,3,0,43.74285714285714,0.38087520259319285,1,1,2,2,0,0.04978278417181365,0.7588398887564561,0.05680427283854457,0.6196196196196196
715398033,53,35,4,2,1,39.096774193548384,0.8920168067226891,0,1,3,0,0,0.5321319196921189,0.8168454509336511,0.0390564148214087,0.10810810810810811
711743883,43,35,5,2,3,38.65625,1.0,0,0,5,4,0,0.07823095317993695,0.0,0.04044731278513408,0.0
719720058,44,31,4,3,1,100.92857142857143,0.9343838193791157,0,1,3,2,0,0.3421549865921754,0.33253873659118,0.050239234449760764,0.06606606606606608
778992108,57,45,5,3,3,52.275862068965516,1.0,0,1,6,0,0,0.11571844475280932,0.0,0.055969734060309334,0.0
717539808,51,36,3,2,2,60.76190476190476,1.0,0,0,3,4,0,0.25671978402367757,0.0,0.042617113608545684,0.0
714070758,49,38,4,3,0,44.68571428571428,0.937607820586544,0,1,3,3,0,0.9028348403909583,0.7759237187127532,0.05864025815066207,0.062062062062062065
714107958,45,36,4,4,3,43.088235294117645,1.0,0,1,2,1,0,0.1553221656886664,0.0,0.05313230221430956,0.0
789140283,53,42,5,4,1,44.3448275862069,0.23536036036036037,2,1,2,3,0,0.03705517614586263,0.8092967818831943,0.04317347279403583,0.7657657657657658
715550508,45,28,5,1,2,65.6,0.03747534516765286,2,0,6,5,0,0.0331552677483622,0.9694080254270957,0.044620006676310234,0.963963963963964
719712633,64,52,6,4,3,52.28125,0.47630193095377416,1,1,2,4,0,0.008183761265142385,0.3555820421136273,0.06470457327250473,0.5245245245245246
772629333,45,35,5,4,2,43.766666666666666,0.6525767226404169,0,1,2,1,0,0.06093833609954744,0.4767580452920143,0.04467564259485925,0.34734734734734735
720336708,53,35,5,3,2,38.30952380952381,0.5497492742148324,1,1,1,1,0,0.0710660051938315,0.6777910210568137,0.06114387448536776,0.4504504504504505
802013583,56,50,3,2,0,60.94736842105263,0.7677778924553618,0,1,0,0,0,0.24943390864540163,0.8939213349225268,0.03605207521976188,0.23223223223223227
711887583,47,37,2,3,3,46.44444444444444,0.7012295834098,2,1,6,3,0,0.12125087294461226,0.6468017481128328,0.01813730944697897,0.2992992992992993
714778833,49,43,4,4,0,58.59090909090909,0.9149010072941993,0,0,0,5,0,0.6528174570783337,0.77870480731029,0.04334038054968288,0.0850850850850851
713843283,41,34,5,3,3,57.19230769230769,0.9405203383937883,0,0,6,5,3,1.0000000000000002,0.8156535558204211,0.05435629242238789,0.05905905905905906
779155158,53,34,6,2,2,38.15151515151515,0.5700680272108843,1,1,2,0,0,0.045399166205630996,0.5021851410409217,0.04167130299321242,0.43043043043043044
721091583,44,32,3,3,3,86.53333333333333,0.38007258330583965,1,0,2,4,0,0.04815026437751114,0.7465236392530791,0.04384110381662401,0.6206206206206206
713572683,44,25,3,3,0,36.05882352941177,1.0,0,1,3,2,0,0.012809234015666152,0.0,0.03983531768109491,0.0
716657058,43,33,2,3,3,42.32432432432432,0.8892079444843264,0,0,4,4,0,0.2091953189006491,0.3678982916170044,0.05875152998776009,0.11111111111111112
779509983,53,36,6,1,2,48.666666666666664,0.9730270019701008,0,1,4,0,0,1.0000000000000002,0.36988478347238773,0.0284855902970958,0.02702702702702703
717929133,44,36,5,2,3,41.166666666666664,0.8311418685121107,0,1,5,2,0,0.3933677371764059,0.9694080254270957,0.040336040948036056,0.1691691691691692
808284783,62,56,6,0,0,44.34090909090909,1.0,0,0,6,4,0,0.0,0.0,0.08017135862913097,0.0
708476808,54,36,6,3,2,33.774193548387096,0.9419963895711876,0,1,6,0,0,0.9780819101690869,0.77870480731029,0.029876488260821187,0.05805805805805807
710916408,57,39,4,3,0,41.9375,0.7772265532719111,0,1,2,2,0,0.21246035848925413,0.7493047278506159,0.04628908423278068,0.22322322322322324
708492558,42,36,5,3,3,52.714285714285715,0.94266967126193,0,1,6,2,0,0.4126556562276095,0.34366309098132697,0.03321464337376209,0.05705705705705706
799825758,42,36,5,1,2,35.74285714285714,0.48697517621820413,1,1,3,2,0,0.05516405312340338,0.66507747318236,0.04122621564482029,0.5135135135135136
718619883,54,36,2,2,2,54.375,0.5274431057563588,1,0,5,4,0,0.0016839139359749941,0.28049264998013507,0.044230555246467115,0.4734734734734735
711844758,48,35,6,1,0,37.513513513513516,0.9045088923326692,0,1,2,3,0,0.3661893057860734,0.5141040921732221,0.048848336486035385,0.0950950950950951
714798783,49,36,6,2,2,68.61111111111111,0.9526103992375304,0,1,2,3,0,0.5274762150935525,0.3555820421136273,0.040336040948036056,0.04704704704704705
826762908,52,48,3,2,0,58.02777777777778,0.8937040748162992,0,1,3,3,0,0.31857414511891696,0.5057608263806118,0.08784911538889507,0.10610610610610612
771894558,50,39,4,1,4,65.04,0.8435367322360497,0,1,3,3,0,0.2577476668571273,0.619388160508542,0.06208968510070101,0.15615615615615616
721074183,49,36,4,6,3,46.291666666666664,0.9504946396787947,0,1,1,2,0,0.6868887498223879,0.47516885180770757,0.03343718704795816,0.05005005005005006
715259583,53,44,3,2,3,40.86842105263158,0.6454681089145841,0,0,3,4,0,0.11862070216490267,0.755264203416766,0.0580282630466229,0.3553553553553554
718414008,50,36,3,2,2,81.84615384615384,0.9703615714451269,0,1,2,0,0,1.0000000000000002,0.4064362336114422,0.030822298876154442,0.030030030030030033
719666283,55,36,4,1,0,42.86206896551724,0.3853182104599874,1,0,1,4,0,0.05247341864760852,0.7751291219705999,0.040781128296428173,0.6156156156156156
714877233,53,47,3,2,2,43.6578947368421,0.8502691241233078,0,1,3,3,0,0.32722045365911173,0.7294398092967819,0.06392567041281852,0.15015015015015015
785387883,47,41,4,3,3,33.91489361702128,0.5934530095036958,1,0,3,1,0,0.07103577334578887,0.611839491458085,0.060309335707132525,0.40740740740740744
771075258,55,42,2,3,2,30.19047619047619,0.9557596476996175,0,1,0,0,3,1.0000000000000002,0.6066746126340882,0.04217202626015355,0.044044044044044044
711318033,47,36,4,2,2,54.333333333333336,1.0,0,1,2,2,0,0.04497592033303404,0.0,0.0441749193279181,0.0
783554958,58,52,6,1,0,45.6,1.0,0,1,2,0,0,0.9266575366485579,0.0,0.047735618115055084,0.0
720201033,53,41,3,3,2,31.304347826086957,0.8091524552232411,2,1,2,3,0,0.3092929677698268,0.8847834723877632,0.011683542895293202,0.1911911911911912
718039683,52,45,3,1,2,52.44827586206897,0.9039314218149571,0,1,3,1,0,0.36561490067326324,0.5164878823996821,0.05624791365305441,0.09609609609609611
710806083,50,36,4,2,2,37.9,0.824192462987887,0,0,5,4,3,0.3159137424911648,0.8303535955502582,0.034883720930232565,0.17617617617617617
714752208,42,36,5,1,2,61.125,0.17049728374425407,2,0,2,4,0,0.028862345326307458,0.788637266587207,0.026037609880939134,0.8308308308308309
822063408,43,39,5,1,2,76.3125,0.5881197839960727,1,1,6,1,0,0.14126435634883927,1.0,0.03955713808834985,0.41241241241241244
714490308,57,46,3,2,3,55.892857142857146,0.9137519460300986,0,1,2,3,0,0.5390852447419259,0.6603098927294399,0.05869589406921108,0.08608608608608609
713356833,52,43,3,1,4,46.411764705882355,0.3215633423180593,1,1,2,3,0,0.06867768919846301,1.0,0.059419161010348276,0.6786786786786788
711402333,47,37,2,1,3,46.65625,0.7536321483771252,0,1,1,4,0,0.0543175613782095,0.3166468017481128,0.05469010793368198,0.24624624624624628
708296883,44,38,3,1,0,43.629629629629626,0.9329304621669929,0,0,2,1,0,0.3117115156132379,0.3130711164084227,0.03716479359074218,0.06706706706706708
719154483,53,36,5,3,2,38.11538461538461,0.7291371082161744,0,1,3,2,0,0.1909050508348525,0.834326579261025,0.02676087682207633,0.2712712712712713
717721458,45,40,5,1,0,60.95238095238095,0.8860491929285165,0,1,0,2,0,0.27117060738805904,0.4711958680969408,0.11405363302548124,0.11411411411411412
711112683,63,36,6,2,3,57.13793103448276,0.6047390975548274,0,0,0,5,0,0.07644727414542124,0.6229638458482321,0.06381439857572048,0.3953953953953954
715674483,39,27,4,2,2,63.36842105263158,0.5943593875906527,1,0,4,4,0,0.14410615006484734,1.0,0.038611327473016585,0.40640640640640646
789322833,48,38,1,3,3,37.388888888888886,1.0,2,0,3,4,0,0.19912811350245033,0.0,0.009068654723489483,0.0
789968058,51,42,6,2,3,62.833333333333336,0.7424745462594068,0,1,6,0,0,0.22969251187355835,0.9245133094954311,0.03454990541893847,0.25825825825825827
709919283,54,34,2,3,2,63.04,0.8313680825405333,0,1,2,3,0,0.40775809684470204,1.0,0.05930788917325025,0.1691691691691692
718744008,59,36,3,2,3,60.85,0.821941594317285,0,0,2,4,0,0.1480362903103904,0.44815256257449343,0.03933459441415378,0.1781781781781782
767712558,59,53,2,3,3,53.0,1.0,2,1,0,2,0,0.4093603847909619,0.0,0.0011127183709803042,0.0
712950783,48,38,3,2,3,46.1875,1.0,2,0,5,4,0,0.03911094181276208,0.0,0.01274062534772449,0.0
716104983,41,32,6,3,2,52.16129032258065,0.059111111111111114,2,0,2,4,0,0.024539191056210087,0.8410806515693285,0.06158896183375988,0.9419419419419419
818839983,55,50,3,2,0,46.8235294117647,0.8592891168926347,0,1,2,0,0,0.2865283861937196,0.6102502979737783,0.0601980638700345,0.14114114114114115
772288758,47,36,4,1,3,44.766666666666666,0.7704243783884839,0,0,2,5,0,0.11822768814034834,0.4878823996821613,0.046344720151329705,0.23023023023023026
712350858,41,24,4,1,3,33.41025641025641,0.8821268417680974,0,1,3,3,0,0.2396690217276292,0.43861740166865315,0.04411928340936909,0.11811811811811812
711009708,40,28,5,1,0,61.40909090909091,1.0,0,1,3,3,0,0.6100393920979996,0.0,0.04678980749972182,0.0
712720158,68,56,5,2,3,59.6875,0.8808080808080808,0,1,2,5,0,0.3755309468312489,0.656336909018673,0.07789028596862134,0.11911911911911913
712215258,50,31,2,2,3,59.0,1.0,0,0,2,1,3,0.512360291072233,0.0,0.04384110381662401,0.0
773827008,47,41,6,2,2,37.48275862068966,0.3596673596673597,1,1,5,2,0,0.02922512750281913,0.611839491458085,0.03210192500278179,0.6406406406406407
795232683,53,47,4,2,3,55.34615384615385,0.5682451253481894,1,0,0,4,0,0.021636933644116736,0.3694874851013111,0.051685768332035156,0.43243243243243246
713786508,42,36,3,3,3,44.214285714285715,1.0,0,0,6,1,0,0.018130039271170614,0.0,0.040502948703683095,0.0
713539833,48,38,6,1,3,59.172413793103445,1.0,0,0,3,1,0,0.2024536167871406,0.0,0.06709691777011238,0.0
712454058,49,38,6,1,3,40.7037037037037,0.9340025630072618,0,1,1,0,0,0.23960855803154393,0.24553039332538737,0.032769556025369975,0.06606606606606608
718759833,44,35,4,3,2,44.083333333333336,1.0,0,0,5,5,3,0.9433757486161372,0.0,0.03048848336486035,0.0
718803333,43,34,2,3,1,44.310344827586206,0.38841940532081376,1,0,2,4,0,0.05310828745650394,0.77632101708383,0.043117836875486815,0.6126126126126127
720253908,56,43,5,2,1,58.964285714285715,0.6409537166900421,0,1,3,3,0,0.042738763577878765,0.40683353198251887,0.06348058306442639,0.35935935935935936
714133158,59,36,2,3,3,37.16129032258065,0.6910511363636364,0,0,0,5,0,0.08421685909237947,0.5184743742550656,0.03571825970846779,0.30930930930930933
713187033,46,36,3,2,2,46.5,0.898773156068234,0,1,5,2,0,0.5750309120646236,0.8228049264998013,0.06993434961611217,0.10110110110110111
714791208,47,41,6,5,3,43.291666666666664,0.39287765651924184,1,0,6,4,0,0.061784827844741326,0.8398887564560985,0.029431400912429063,0.6076076076076077
772426383,50,40,5,2,3,40.357142857142854,0.48776508972267535,1,0,5,1,0,0.04917814721096087,0.6237584425903854,0.034494269500389446,0.5125125125125126
710975883,51,43,3,1,2,54.833333333333336,0.1940503432494279,2,0,5,4,0,0.022574120933438545,0.699642431466031,0.0631467675531323,0.8068068068068069
714264408,47,36,4,1,0,48.724137931034484,0.5369335816263191,1,0,5,4,0,0.005221040156963758,0.29638458482320224,0.050239234449760764,0.4634634634634635
715827858,58,47,3,3,3,52.95652173913044,0.22997873848334516,2,0,5,4,0,0.041831808136599584,0.8633293603496226,0.039390230332702794,0.7707707707707708
713741358,46,33,6,3,3,35.11764705882353,0.9236694465504169,2,1,2,3,0,0.9534127221662934,1.0,0.004840324913764325,0.07607607607607608
709531908,53,47,5,2,2,41.20754716981132,1.0,0,1,3,2,0,0.0,0.0,0.09313452765105151,0.0
716493408,45,36,4,3,3,43.027027027027025,0.8917165354330708,0,0,5,5,0,0.4364481206371664,0.6829558998808105,0.0601980638700345,0.10810810810810811
714141108,52,45,6,3,3,49.57142857142857,0.8667760704162315,0,0,3,4,0,0.15916161039008156,0.354787445371474,0.048848336486035385,0.13313313313313316
708953883,53,36,2,2,1,37.85,1.0,2,1,6,3,0,0.053622228873228796,0.0,0.013742071881606765,0.0
712608783,50,45,3,1,3,44.23529411764706,0.9634951906362267,0,1,3,3,3,1.0000000000000002,0.500595947556615,0.05530210303772115,0.03703703703703704
820353558,41,36,4,1,2,44.205882352941174,0.8536286618352557,0,0,3,1,0,0.25269894823400657,0.5697258641239571,0.05524646711917214,0.14614614614614616
714964758,45,36,5,2,2,39.464285714285715,0.8291346153846154,0,0,2,1,0,0.2709287526037179,0.7059992054032579,0.03310337153666407,0.1711711711711712
716264358,53,42,2,1,2,51.02127659574468,0.9314720812182741,0,1,5,3,0,0.7664892057186564,0.7294398092967819,0.10504061422054078,0.06906906906906908
717296808,67,56,4,3,2,51.90625,0.1626746506986028,2,0,2,4,0,0.047394468176445166,1.0,0.06403694224991655,0.8378378378378378
712977183,57,36,6,3,0,64.5909090909091,0.9449748485781747,0,0,5,1,3,0.5454943965269653,0.4259038537941994,0.050684321798152895,0.05505505505505506
710829108,59,36,4,2,3,35.67857142857143,0.7064958283671037,0,0,5,1,0,0.05797561499136882,0.3913388955105284,0.027205964170468454,0.2942942942942943
779562633,45,34,3,2,1,77.05555555555556,0.6104661237220586,0,1,5,1,0,0.13098552801434202,0.8931267381803735,0.04879270056748637,0.3903903903903904
715315833,51,36,6,2,3,51.791666666666664,0.8102827300558256,0,1,2,3,0,0.29227243732182107,0.8371076678585617,0.040781128296428173,0.1901901901901902
815500983,59,54,5,3,0,51.666666666666664,0.30761245674740484,1,0,5,4,0,0.04388757380349904,0.7949940405244339,0.07510849004117058,0.6926926926926927
719360583,53,45,6,2,2,60.08,0.4967455621301775,1,1,2,2,0,0.05870117934439215,0.6758045292014303,0.055190831200623125,0.5035035035035036
709701558,47,36,2,1,2,29.2,0.9413529604800525,0,1,2,2,0,0.6013930835578049,0.4970202622169249,0.052854122621564484,0.05905905905905906
721148358,49,38,6,2,1,49.925925925925924,1.0,0,0,5,5,0,0.34529909878860987,0.0,0.04662289974407477,0.0
